faculty,programme,programme_slug,um_title,onet_code,onet_title,mapping_method,gemini_confidence
FACULTY OF ENGINEERING,BACHELOR OF BIOMEDICAL ENGINEERING,bachelor-of-biomedical-engineering,Safety and Compliance Engineer,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",gemini,0.9
FACULTY OF ENGINEERING,BACHELOR OF BIOMEDICAL ENGINEERING,bachelor-of-biomedical-engineering,Safety Engineer,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",gemini,0.95
FACULTY OF ENGINEERING,BACHELOR OF BIOMEDICAL ENGINEERING,bachelor-of-biomedical-engineering,Tissue Engineer,17-2031.00,Bioengineers and Biomedical Engineers,gemini,0.9
FACULTY OF ENGINEERING,BACHELOR OF BIOMEDICAL ENGINEERING,bachelor-of-biomedical-engineering,Tissue Engineering Specialist,17-2031.00,Bioengineers and Biomedical Engineers,gemini,0.9
FACULTY OF ENGINEERING,BACHELOR OF BIOMEDICAL ENGINEERING,bachelor-of-biomedical-engineering,Validation Engineer,17-2112.02,Validation Engineers,curated,
FACULTY OF ENGINEERING,BACHELOR OF BIOMEDICAL ENGINEERING,bachelor-of-biomedical-engineering,Wireless Power Transfer Engineer,17-2071.00,Electrical Engineers,gemini,0.9
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Acoustics Engineer,17-2199.00,"Engineers, All Other",gemini,0.85
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Aerospace Engineer,17-2011.00,Aerospace Engineers,curated,
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Automotive Engineer,17-2141.02,Automotive Engineers,curated,
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Computational Fluid Dynamics Engineer,17-2141.00,Mechanical Engineers,gemini,0.9
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Control Systems Engineer,17-2199.05,Mechatronics Engineers,gemini,0.85
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Corrosion Engineer,17-2131.00,Materials Engineers,gemini,0.9
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Design Engineer,17-2199.00,"Engineers, All Other",gemini,0.85
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Energy Systems Engineer,17-2199.03,"Energy Engineers, Except Wind and Solar",gemini,0.9
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Failure Analysis Engineer,17-2199.00,"Engineers, All Other",gemini,0.8
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Finite Element Analyst,17-2141.00,Mechanical Engineers,gemini,0.85
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Heat Transfer Engineer,17-2141.00,Mechanical Engineers,gemini,0.85
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,HVAC Engineer,17-2141.00,Mechanical Engineers,gemini,0.9
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Industrial Engineer,17-2112.00,Industrial Engineers,curated,
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Internal Combustion Engine Specialist,17-2141.02,Automotive Engineers,gemini,0.88
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Maintenance Engineer,49-9071.00,"Maintenance and Repair Workers, General",curated,
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Manufacturing Engineer,17-2112.03,Manufacturing Engineers,curated,
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Materials Engineer,17-2131.00,Materials Engineers,curated,
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Mechanical Design Engineer,17-2141.00,Mechanical Engineers,curated,
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Mechatronics Engineer,17-2199.05,Mechatronics Engineers,curated,
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Nanomaterials Engineer,17-2199.09,Nanosystems Engineers,gemini,0.9
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Operations Manager,11-1021.00,General and Operations Managers,curated,
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Power Plant Engineer,17-2199.03,"Energy Engineers, Except Wind and Solar",gemini,0.9
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Product Design Engineer,27-1021.00,Commercial and Industrial Designers,gemini,0.85
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Production Engineer,27-4012.00,Broadcast Technicians,curated,
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Quality Control Engineer,17-2112.00,Industrial Engineers,gemini,0.85
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Robotics Engineer,17-2199.08,Robotics Engineers,curated,
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Safety Engineer,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",gemini,0.95
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Sustainable Design Engineer,17-2081.00,Environmental Engineers,gemini,0.85
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Technopreneur,11-1011.00,Chief Executives,gemini,0.6
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Vibration and Condition,,,unmapped,0.95
FACULTY OF ENGINEERING,BACHELOR OF MECHANICAL ENGINEERING,bachelor-of-mechanical-engineering,Monitoring Specialist,,,unmapped,0.4
FACULTY OF ENGINEERING,BACHELOR OF ELECTRICAL ENGINEERING,bachelor-of-electrical-engineering,Automation Engineer,17-2199.05,Mechatronics Engineers,gemini,0.9
FACULTY OF ENGINEERING,BACHELOR OF ELECTRICAL ENGINEERING,bachelor-of-electrical-engineering,Control Systems Engineer,17-2199.05,Mechatronics Engineers,gemini,0.85
FACULTY OF ENGINEERING,BACHELOR OF ELECTRICAL ENGINEERING,bachelor-of-electrical-engineering,Cybersecurity Engineer,15-1299.05,Information Security Engineers,gemini,0.95
FACULTY OF ENGINEERING,BACHELOR OF ELECTRICAL ENGINEERING,bachelor-of-electrical-engineering,Data Analyst,19-3022.00,Survey Researchers,curated,
FACULTY OF ENGINEERING,BACHELOR OF ELECTRICAL ENGINEERING,bachelor-of-electrical-engineering,Digital Design Engineer,17-2072.00,"Electronics Engineers, Except Computer",gemini,0.9
FACULTY OF ENGINEERING,BACHELOR OF ELECTRICAL ENGINEERING,bachelor-of-electrical-engineering,Electrical Engineer,17-2071.00,Electrical Engineers,curated,
FACULTY OF ENGINEERING,BACHELOR OF ELECTRICAL ENGINEERING,bachelor-of-electrical-engineering,Electronics Engineer,17-2072.00,"Electronics Engineers, Except Computer",gemini,0.95
FACULTY OF ENGINEERING,BACHELOR OF ELECTRICAL ENGINEERING,bachelor-of-electrical-engineering,Energy Engineer,17-2199.03,"Energy Engineers, Except Wind and Solar",curated,
FACULTY OF ENGINEERING,BACHELOR OF ELECTRICAL ENGINEERING,bachelor-of-electrical-engineering,Instrumentation Engineer,17-2072.00,"Electronics Engineers, Except Computer",gemini,0.88
FACULTY OF ENGINEERING,BACHELOR OF ELECTRICAL ENGINEERING,bachelor-of-electrical-engineering,Machine Learning Engineer,15-2051.00,Data Scientists,gemini,0.85
FACULTY OF ENGINEERING,BACHELOR OF ELECTRICAL ENGINEERING,bachelor-of-electrical-engineering,Microelectronics Engineer,17-2199.06,Microsystems Engineers,gemini,0.9
FACULTY OF ENGINEERING,BACHELOR OF ELECTRICAL ENGINEERING,bachelor-of-electrical-engineering,Power System Engineer,17-2071.00,Electrical Engineers,gemini,0.95
FACULTY OF ENGINEERING,BACHELOR OF ELECTRICAL ENGINEERING,bachelor-of-electrical-engineering,Project Manager,11-9041.00,Architectural and Engineering Managers,curated,
FACULTY OF ENGINEERING,BACHELOR OF ELECTRICAL ENGINEERING,bachelor-of-electrical-engineering,Research and Development Engineer,17-2199.00,"Engineers, All Other",gemini,0.85
FACULTY OF ENGINEERING,BACHELOR OF ELECTRICAL ENGINEERING,bachelor-of-electrical-engineering,Robotics Engineer,17-2199.08,Robotics Engineers,curated,
FACULTY OF ENGINEERING,BACHELOR OF ELECTRICAL ENGINEERING,bachelor-of-electrical-engineering,Software Engineer,15-1252.00,Software Developers,curated,
FACULTY OF ENGINEERING,BACHELOR OF ELECTRICAL ENGINEERING,bachelor-of-electrical-engineering,Sustainability Consultant,13-1199.05,Sustainability Specialists,curated,
FACULTY OF ENGINEERING,BACHELOR OF ELECTRICAL ENGINEERING,bachelor-of-electrical-engineering,Telecommunications Engineer,15-1241.01,Telecommunications Engineering Specialists,gemini,0.95
FACULTY OF ENGINEERING,BACHELOR OF ELECTRICAL ENGINEERING,bachelor-of-electrical-engineering,VLSI Design Engineer,17-2072.00,"Electronics Engineers, Except Computer",gemini,0.9
FACULTY OF ENGINEERING,BACHELOR OF ELECTRICAL ENGINEERING,bachelor-of-electrical-engineering,Wireless Communication Engineer,15-1241.01,Telecommunications Engineering Specialists,gemini,0.9
FACULTY OF ENGINEERING,BACHELOR OF CHEMICAL ENGINEERING,bachelor-of-chemical-engineering,Advanced Process Control Engineer,17-2041.00,Chemical Engineers,gemini,0.85
FACULTY OF ENGINEERING,BACHELOR OF CHEMICAL ENGINEERING,bachelor-of-chemical-engineering,Advanced Process Safety Engineer,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",gemini,0.9
FACULTY OF ENGINEERING,BACHELOR OF CHEMICAL ENGINEERING,bachelor-of-chemical-engineering,Air Quality Engineer,17-2081.00,Environmental Engineers,gemini,0.95
FACULTY OF ENGINEERING,BACHELOR OF CHEMICAL ENGINEERING,bachelor-of-chemical-engineering,Biochemical Engineer,17-2031.00,Bioengineers and Biomedical Engineers,gemini,0.9
FACULTY OF ENGINEERING,BACHELOR OF CHEMICAL ENGINEERING,bachelor-of-chemical-engineering,Chemical Engineer,17-2041.00,Chemical Engineers,curated,
FACULTY OF ENGINEERING,BACHELOR OF CHEMICAL ENGINEERING,bachelor-of-chemical-engineering,Chemical Safety Engineer,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",gemini,0.9
FACULTY OF ENGINEERING,BACHELOR OF CHEMICAL ENGINEERING,bachelor-of-chemical-engineering,Chemical Process Engineer,17-2041.00,Chemical Engineers,gemini,0.95
FACULTY OF ENGINEERING,BACHELOR OF CHEMICAL ENGINEERING,bachelor-of-chemical-engineering,Chemical Research Scientist,19-2031.00,Chemists,gemini,0.95
FACULTY OF ENGINEERING,BACHELOR OF CHEMICAL ENGINEERING,bachelor-of-chemical-engineering,Environmental Engineer,17-2081.00,Environmental Engineers,curated,
FACULTY OF ENGINEERING,BACHELOR OF CHEMICAL ENGINEERING,bachelor-of-chemical-engineering,Materials Engineer,17-2131.00,Materials Engineers,curated,
FACULTY OF ENGINEERING,BACHELOR OF CHEMICAL ENGINEERING,bachelor-of-chemical-engineering,Nanotechnology Engineer,17-2199.09,Nanosystems Engineers,gemini,0.95
FACULTY OF ENGINEERING,BACHELOR OF CHEMICAL ENGINEERING,bachelor-of-chemical-engineering,Petroleum Engineer,17-2171.00,Petroleum Engineers,curated,
FACULTY OF ENGINEERING,BACHELOR OF CHEMICAL ENGINEERING,bachelor-of-chemical-engineering,Process Design Engineer,17-2041.00,Chemical Engineers,gemini,0.9
FACULTY OF ENGINEERING,BACHELOR OF CHEMICAL ENGINEERING,bachelor-of-chemical-engineering,Process Integration Engineer,17-2112.03,Manufacturing Engineers,gemini,0.85
FACULTY OF ENGINEERING,BACHELOR OF CHEMICAL ENGINEERING,bachelor-of-chemical-engineering,Process Safety Consultant,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",gemini,0.9
FACULTY OF ENGINEERING,BACHELOR OF CHEMICAL ENGINEERING,bachelor-of-chemical-engineering,Quality Control Engineer,17-2112.00,Industrial Engineers,gemini,0.85
FACULTY OF ENGINEERING,BACHELOR OF CHEMICAL ENGINEERING,bachelor-of-chemical-engineering,Research and Development Engineer,17-2199.00,"Engineers, All Other",gemini,0.85
FACULTY OF ENGINEERING,BACHELOR OF CHEMICAL ENGINEERING,bachelor-of-chemical-engineering,Solid Waste Management Engineer,17-2081.00,Environmental Engineers,gemini,0.9
FACULTY OF ENGINEERING,BACHELOR OF CHEMICAL ENGINEERING,bachelor-of-chemical-engineering,Sustainable Development Engineer,17-2081.00,Environmental Engineers,gemini,0.85
FACULTY OF ENGINEERING,BACHELOR OF CHEMICAL ENGINEERING,bachelor-of-chemical-engineering,Waste Water Treatment Engineer,17-2051.02,Water/Wastewater Engineers,gemini,0.95
FACULTY OF ENGINEERING,BACHELOR OF CHEMICAL ENGINEERING,bachelor-of-chemical-engineering,Water Resource Engineer,17-2051.02,Water/Wastewater Engineers,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,English Language Teacher,25-1123.00,"English Language and Literature Teachers, Postsecondary",gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Editor,27-3041.00,Editors,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Proofreader,43-9081.00,Proofreaders and Copy Markers,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Copywriter,27-3043.00,Writers and Authors,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Content Writer,27-3043.00,Writers and Authors,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Translator,27-3091.00,Interpreters and Translators,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Interpreter,27-3091.00,Interpreters and Translators,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Linguist,27-3091.00,Interpreters and Translators,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Speech Therapist Assistant,31-9099.01,Speech-Language Pathology Assistants,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Communication Specialist,27-3031.00,Public Relations Specialists,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Public Relations Officer,27-3031.00,Public Relations Specialists,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Media Analyst,13-1161.00,Market Research Analysts and Marketing Specialists,gemini,0.75
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Journalist,27-3023.00,"News Analysts, Reporters, and Journalists",curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,News Writer,27-3023.00,"News Analysts, Reporters, and Journalists",gemini,0.9
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Scriptwriter,27-3043.05,"Poets, Lyricists and Creative Writers",gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Technical Writer,27-3042.00,Technical Writers,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Academic Researcher,25-1199.00,"Postsecondary Teachers, All Other",gemini,0.75
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Curriculum Developer,25-9031.00,Instructional Coordinators,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Lexicographer,27-3043.00,Writers and Authors,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Publishing Assistant,27-3041.00,Editors,gemini,0.8
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Social Media Manager,11-2021.00,Marketing Managers,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Corporate Trainer,13-1151.00,Training and Development Specialists,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Language Assessment Specialist,25-9031.00,Instructional Coordinators,gemini,0.75
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Advertising Executive,11-2011.00,Advertising and Promotions Managers,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Education Consultant,25-9031.00,Instructional Coordinators,gemini,0.9
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Customer Service Executive,43-4051.00,Customer Service Representatives,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Policy Analyst,19-3094.00,Political Scientists,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Voice-Over Artist,27-2011.00,Actors,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ENGLISH LANGUAGE AND LINGUISTICS,bachelor-of-english-language-and-linguistics,Transcriptionist,31-9094.00,Medical Transcriptionists,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Chinese Language Teacher,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Translator,27-3091.00,Interpreters and Translators,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Interpreter,27-3091.00,Interpreters and Translators,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Editor,27-3041.00,Editors,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Proofreader,43-9081.00,Proofreaders and Copy Markers,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Content Writer,27-3043.00,Writers and Authors,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Copywriter,27-3043.00,Writers and Authors,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Journalist,27-3023.00,"News Analysts, Reporters, and Journalists",curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Media Analyst,13-1161.00,Market Research Analysts and Marketing Specialists,gemini,0.75
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Communication Officer,27-3031.00,Public Relations Specialists,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Public Relations Executive,27-3031.00,Public Relations Specialists,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Cultural Advisor,19-3099.00,"Social Scientists and Related Workers, All Other",gemini,0.8
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Academic Researcher,25-1199.00,"Postsecondary Teachers, All Other",gemini,0.75
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Curriculum Developer,25-9031.00,Instructional Coordinators,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Publishing Assistant,27-3041.00,Editors,gemini,0.8
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Language Consultant,,,unmapped,0.7
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Lexicographer,27-3043.00,Writers and Authors,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Subtitle Translator,27-3091.00,Interpreters and Translators,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Corporate Trainer,13-1151.00,Training and Development Specialists,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Social Media Manager,11-2021.00,Marketing Managers,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,International Relations Officer,19-3094.00,Political Scientists,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Tourism Officer,13-1199.00,"Business Operations Specialists, All Other",gemini,0.7
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Embassy Staff,,,unmapped,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Customer Service Executive,43-4051.00,Customer Service Representatives,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Policy Analyst,19-3094.00,Political Scientists,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Transcriptionist,31-9094.00,Medical Transcriptionists,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Scriptwriter,27-3043.05,"Poets, Lyricists and Creative Writers",gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF CHINESE LANGUAGE AND LINGUISTICS,bachelor-of-chinese-language-and-linguistics,Voice-Over Artist,27-2011.00,Actors,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Arabic Language Teacher,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Translator,27-3091.00,Interpreters and Translators,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Interpreter,27-3091.00,Interpreters and Translators,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Linguistic Researcher,19-3099.00,"Social Scientists and Related Workers, All Other",gemini,0.9
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Editor,27-3041.00,Editors,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Proofreader,43-9081.00,Proofreaders and Copy Markers,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ARABIC LANGUAGE AND LINGUISTICS,bachelor-of-arabic-language-and-linguistics,Content Writer,27-3043.00,Writers and Authors,gemini,0.95
